year,week,state,suspected,confirmed
2024,1-4,Osun,0,0
2024,1-4,Oyo,0,0
2024,1-4,Plateau,0,0
2024,1-4,Rivers,0,0
2024,1-4,Sokoto,0,0
2024,1-4,Taraba,0,0
2024,1-4,Yobe,0,0
2024,1-4,Zamfara,0,0
2024,1-4,FCT,0,0
2018,36,Abia,0,0
2018,36,Adamawa,0,0
2018,36,Akwa Ibom,0,0
2018,36,Anambra,0,0
2018,36,Bauchi,0,0
2018,36,Bayelsa,0,0
2018,36,Benue,0,0
2018,36,Borno,0,0
2018,36,Cross River,0,0
2018,36,Delta,0,0
2018,36,Ebonyi,0,0
2018,36,Edo,0,0
2018,36,Ekiti,0,0
2018,36,Enugu,0,0
2018,36,Gombe,0,0
2018,36,Imo,0,0
2018,36,Jigawa,0,0
2018,36,Kaduna,0,0
2018,36,Kano,0,0
2018,36,Katsina,0,0
2018,36,Kebbi,0,0
2018,36,Kogi,0,0
2018,36,Kwara,0,0
2018,36,Lagos,0,0
2018,36,Nasarawa,0,0
2018,36,Niger,0,0
2018,36,Ogun,0,0
2018,36,Ondo,0,0
2018,36,Osun,0,0
2018,36,Oyo,0,0
2018,36,Plateau,0,0
2018,36,Rivers,0,0
2018,36,Sokoto,0,0
2018,36,Taraba,0,0
2018,36,Yobe,0,0
2018,36,Zamfara,0,0
2018,36,FCT,0,0
2021,26,June,30,2021
2021,26,Abia,0,0
2021,26,Adamawa,0,0
2021,26,Akwa Ibom,0,0
2021,26,Anambra,0,0
2021,26,Bauchi,0,0
2021,26,Bayelsa,0,0
2021,26,Benue,0,0
2021,26,Borno,0,0
2021,26,Cross River,0,0
2021,26,Delta,0,0
2021,26,Ebonyi,0,0
2021,26,Edo,0,0
2021,26,Ekiti,0,0
2021,26,Enugu,0,0
2021,26,Gombe,0,0
2021,26,Imo,0,0
2021,26,Jigawa,0,0
2021,26,Kaduna,0,0
2021,26,Kano,0,0
2021,26,Katsina,0,0
2021,26,Kebbi,0,0
2021,26,Kogi,0,0
2021,26,Kwara,0,0
2021,26,Lagos,0,0
2021,26,Nasarawa,0,0
2021,26,Niger,0,0
2021,26,Ogun,0,0
2021,26,Ondo,0,0
2021,26,Osun,0,0
2021,26,Oyo,0,0
2021,26,Plateau,0,0
2021,26,Rivers,0,0
2021,26,Sokoto,0,0
2021,26,Taraba,0,0
2021,26,Yobe,0,0
2021,26,Zamfara,0,0
2021,26,FCT,0,0
2022,35,Total confirmed cases in Epi Week,35,2022
2022,35,Abia,0,0
2022,35,Adamawa,0,0
2022,35,Akwa Ibom,0,0
2022,35,Anambra,0,0
2022,35,Bauchi,0,0
2022,35,Bayelsa,0,0
2022,35,Benue,0,0
2022,35,Borno,0,0
2022,35,Cross River,0,0
2022,35,Delta,0,0
2022,35,Ebonyi,0,0
2022,35,Edo,0,0
2022,35,Ekiti,0,0
2022,35,Enugu,0,0
2022,35,Gombe,0,0
2022,35,Imo,0,0
2022,35,Jigawa,0,0
2022,35,Kaduna,0,0
2022,35,Kano,0,0
2022,35,Katsina,0,0
2022,35,Kebbi,0,0
2022,35,Kogi,0,0
2022,35,Kwara,0,0
2022,35,Lagos,0,0
2022,35,Nasarawa,0,0
2022,35,Niger,0,0
2022,35,Ogun,0,0
2022,35,Ondo,0,0
2022,35,Osun,0,0
2022,35,Oyo,0,0
2022,35,Plateau,0,0
2022,35,Rivers,0,0
2022,35,Sokoto,0,0
2022,35,Taraba,0,0
2022,35,Yobe,0,0
2022,35,Zamfara,0,0
2022,35,FCT,0,0
2021,52,Abia,0,0
2021,52,Adamawa,0,0
2021,52,Akwa Ibom,0,0
2021,52,Anambra,0,0
2021,52,Bauchi,0,0
2021,52,Bayelsa,0,0
2021,52,Benue,0,0
2021,52,Borno,0,0
2021,52,Cross River,0,0
2021,52,Delta,0,0
2021,52,Ebonyi,0,0
2021,52,Edo,0,0
2021,52,Ekiti,0,0
2021,52,Enugu,0,0
2021,52,Gombe,0,0
2021,52,Imo,0,0
2021,52,Jigawa,0,0
2021,52,Kaduna,0,0
2021,52,Kano,0,0
2021,52,Katsina,0,0
2021,52,Kebbi,0,0
2021,52,Kogi,0,0
2021,52,Kwara,0,0
2021,52,Lagos,0,0
2021,52,Nasarawa,0,0
2021,52,Niger,0,0
2021,52,Ogun,0,0
2021,52,Ondo,0,0
2021,52,Osun,0,0
2021,52,Oyo,0,0
2021,52,Plateau,0,0
2021,52,Rivers,0,0
2021,52,Sokoto,0,0
2021,52,Taraba,0,0
2021,52,Yobe,0,0
2021,52,Zamfara,0,0
2021,52,FCT,0,0
2023,5,Abia,9,0
2023,5,Adamawa,0,0
2023,5,Akwa Ibom,0,0
2023,5,Anambra,0,0
2023,5,Bauchi,0,0
2023,5,Bayelsa,0,0
2023,5,Benue,0,0
2023,5,Borno,0,0
2023,5,Cross River,0,0
2023,5,Delta,0,0
2023,5,Ebonyi,0,0
2023,5,Edo,0,0
2023,5,Ekiti,0,0
2023,5,Enugu,0,0
2023,5,Gombe,0,0
2023,5,Imo,0,0
2023,5,Jigawa,0,0
2023,5,Kaduna,0,0
2023,5,Kano,0,0
2023,5,Katsina,0,0
2023,5,Kebbi,0,0
2023,5,Kogi,0,0
2023,5,Kwara,0,0
2023,5,Lagos,17,0
2023,5,Nasarawa,0,0
2023,5,Niger,0,0
2023,5,Ogun,12,0
2023,5,Ondo,0,0
2023,5,Osun,0,0
2023,5,Oyo,0,0
2023,5,Plateau,0,0
2023,5,Rivers,0,0
2023,5,Sokoto,0,0
2023,5,Taraba,0,0
2023,5,Yobe,0,0
2023,5,Zamfara,0,0
2023,5,FCT,7,0
2024,39,Abia,0,0
2024,39,Adamawa,0,0
2024,39,Akwa Ibom,0,0
2024,39,Anambra,0,0
2024,39,Bauchi,0,0
2024,39,Bayelsa,0,0
2024,39,Benue,0,0
2024,39,Borno,0,0
2024,39,Cross River,0,0
2024,39,Delta,0,0
2024,39,Ebonyi,0,0
2024,39,Edo,0,0
2024,39,Ekiti,0,0
2024,39,Enugu,0,0
2024,39,Gombe,0,0
2024,39,Imo,0,0
2024,39,Jigawa,0,0
2024,39,Kaduna,0,0
2024,39,Kano,0,0
2024,39,Katsina,0,0
2024,39,Kebbi,0,0
2024,39,Kogi,0,0
2024,39,Kwara,0,0
2024,39,Lagos,0,0
2024,39,Nasarawa,0,0
2024,39,Niger,0,0
2024,39,Ogun,0,0
2024,39,Ondo,0,0
2024,39,Osun,0,0
2024,39,Oyo,0,0
2024,39,Plateau,0,0
2024,39,Rivers,0,0
2024,39,Sokoto,0,0
2024,39,Taraba,0,0
2024,39,Yobe,0,0
2024,39,Zamfara,0,0
2024,39,FCT,0,0
2023,44,Abia,0,0
2023,44,Adamawa,0,0
2023,44,Akwa Ibom,0,0
2023,44,Anambra,0,0
2023,44,Bauchi,0,0
2023,44,Bayelsa,0,0
2023,44,Benue,0,0
2023,44,Borno,0,0
2023,44,Cross River,2,0
2023,44,Delta,0,0
2023,44,Ebonyi,0,0
2023,44,Edo,0,0
2023,44,Ekiti,0,0
2023,44,Enugu,4,0
2023,44,Gombe,4,0
2023,44,Imo,0,0
2023,44,Jigawa,0,0
2023,44,Kaduna,0,0
2023,44,Kano,0,0
2023,44,Katsina,0,0
2023,44,Kebbi,0,0
2023,44,Kogi,0,0
2023,44,Kwara,0,0
2023,44,Lagos,7,0
2023,44,Nasarawa,0,0
2023,44,Niger,0,0
2023,44,Ogun,0,0
2023,44,Ondo,0,0
2023,44,Osun,0,0
2023,44,Oyo,0,0
2023,44,Plateau,0,0
2023,44,Rivers,0,0
2023,44,Sokoto,0,0
2023,44,Taraba,0,0
2023,44,Yobe,0,0
2023,44,Zamfara,0,0
2023,44,FCT,0,0
2023,18,Abia,0,0
2023,18,Adamawa,0,0
2023,18,Akwa Ibom,0,0
2023,18,Anambra,0,0
2023,18,Bauchi,0,0
2023,18,Bayelsa,0,0
2023,18,Benue,0,0
2023,18,Borno,0,0
2023,18,Cross River,0,0
2023,18,Delta,0,0
2023,18,Ebonyi,0,0
2023,18,Edo,0,0
2023,18,Ekiti,0,0
2023,18,Enugu,0,0
2023,18,Gombe,0,0
2023,18,Imo,3,0
2023,18,Jigawa,0,0
2023,18,Kaduna,0,0
2023,18,Kano,0,0
2023,18,Katsina,0,0
2023,18,Kebbi,0,0
2023,18,Kogi,0,0
2023,18,Kwara,0,0
2023,18,Lagos,2,0
2023,18,Nasarawa,0,0
2023,18,Niger,0,0
2023,18,Ogun,7,0
2023,18,Ondo,0,0
2023,18,Osun,0,0
2023,18,Oyo,0,0
2023,18,Plateau,0,0
2023,18,Rivers,0,0
2023,18,Sokoto,0,0
2023,18,Taraba,0,0
2023,18,Yobe,0,0
2023,18,Zamfara,0,0
2023,18,FCT,2,0
2022,22,June,5,2022
2022,22,Total confirmed cases in Epi Week,22,2022
2022,22,Abia,0,0
2022,22,Adamawa,0,0
2022,22,Akwa Ibom,0,0
2022,22,Anambra,0,0
2022,22,Bauchi,0,0
2022,22,Bayelsa,0,0
2022,22,Benue,0,0
2022,22,Borno,0,0
2022,22,Cross River,0,0
2022,22,Delta,0,0
2022,22,Ebonyi,0,0
2022,22,Edo,0,0
2022,22,Ekiti,0,0
2022,22,Enugu,0,0
2022,22,Gombe,0,0
2022,22,Imo,0,0
2022,22,Jigawa,0,0
2022,22,Kaduna,0,0
2022,22,Kano,0,0
2022,22,Katsina,0,0
2022,22,Kebbi,0,0
2022,22,Kogi,0,0
2022,22,Kwara,0,0
2022,22,Lagos,0,0
2022,22,Nasarawa,0,0
2022,22,Niger,0,0
2022,22,Ogun,0,0
2022,22,Ondo,0,0
2022,22,Osun,0,0
2022,22,Oyo,0,0
2022,22,Plateau,0,0
2022,22,Rivers,0,0
2022,22,Sokoto,0,0
2022,22,Taraba,0,0
2022,22,Yobe,0,0
2022,22,Zamfara,0,0
2022,22,FCT,0,0
2023,31,Abia,1,0
2023,31,Adamawa,0,0
2023,31,Akwa Ibom,0,0
2023,31,Anambra,0,0
2023,31,Bauchi,0,0
2023,31,Bayelsa,1,0
2023,31,Benue,0,0
2023,31,Borno,0,0
2023,31,Cross River,0,0
2023,31,Delta,0,0
2023,31,Ebonyi,0,0
2023,31,Edo,0,0
2023,31,Ekiti,0,0
2023,31,Enugu,0,0
2023,31,Gombe,0,0
2023,31,Imo,0,0
2023,31,Jigawa,0,0
2023,31,Kaduna,0,0
2023,31,Kano,0,0
2023,31,Katsina,0,0
2023,31,Kebbi,0,0
2023,31,Kogi,0,0
2023,31,Kwara,0,0
2023,31,Lagos,1,0
2023,31,Nasarawa,0,0
2023,31,Niger,0,0
2023,31,Ogun,5,0
2023,31,Ondo,0,0
2023,31,Osun,0,0
2023,31,Oyo,0,0
2023,31,Plateau,1,0
2023,31,Rivers,0,0
2023,31,Sokoto,0,0
2023,31,Taraba,0,0
2023,31,Yobe,0,0
2023,31,Zamfara,0,0
2023,31,FCT,0,0
2023,40,Abia,0,0
2023,40,Adamawa,0,0
2023,40,Akwa Ibom,0,0
2023,40,Anambra,1,0
2023,40,Bauchi,0,0
2023,40,Bayelsa,0,0
2023,40,Benue,0,0
2023,40,Borno,0,0
2023,40,Cross River,0,0
2023,40,Delta,0,0
2023,40,Ebonyi,0,0
2023,40,Edo,0,0
2023,40,Ekiti,0,0
2023,40,Enugu,0,0
2023,40,Gombe,0,0
2023,40,Imo,0,0
2023,40,Jigawa,0,0
2023,40,Kaduna,0,0
2023,40,Kano,0,0
2023,40,Katsina,0,0
2023,40,Kebbi,0,0
2023,40,Kogi,0,0
2023,40,Kwara,0,0
2023,40,Lagos,4,0
2023,40,Nasarawa,0,0
2023,40,Niger,0,0
2023,40,Ogun,8,0
2023,40,Ondo,0,0
2023,40,Osun,0,0
2023,40,Oyo,0,0
2023,40,Plateau,2,0
2023,40,Rivers,0,0
2023,40,Sokoto,0,0
2023,40,Taraba,0,0
2023,40,Yobe,0,0
2023,40,Zamfara,0,0
2023,40,FCT,0,0
2023,27,Abia,0,0
2023,27,Adamawa,0,0
2023,27,Akwa Ibom,0,0
2023,27,Anambra,0,0
2023,27,Bauchi,0,0
2023,27,Bayelsa,0,0
2023,27,Benue,0,0
2023,27,Borno,0,0
2023,27,Cross River,0,0
2023,27,Delta,0,0
2023,27,Ebonyi,0,0
2023,27,Edo,0,0
2023,27,Ekiti,0,0
2023,27,Enugu,3,0
2023,27,Gombe,0,0
2023,27,Imo,3,0
2023,27,Jigawa,0,0
2023,27,Kaduna,0,0
2023,27,Kano,0,0
2023,27,Katsina,0,0
2023,27,Kebbi,0,0
2023,27,Kogi,0,0
2023,27,Kwara,0,0
2023,27,Lagos,1,0
2023,27,Nasarawa,0,0
2023,27,Niger,0,0
2023,27,Ogun,3,0
2023,27,Ondo,2,0
2023,27,Osun,0,0
2023,27,Oyo,0,0
2023,27,Plateau,0,0
2023,27,Rivers,0,0
2023,27,Sokoto,0,0
2023,27,Taraba,0,0
2023,27,Yobe,0,0
2023,27,Zamfara,0,0
2023,27,FCT,0,0
2024,35,Abia,0,0
2024,35,Adamawa,0,0
2024,35,Akwa Ibom,0,0
2024,35,Anambra,0,0
2024,35,Bauchi,0,0
2024,35,Bayelsa,0,0
2024,35,Benue,0,0
2024,35,Borno,0,0
2024,35,Cross River,0,0
2024,35,Delta,0,0
2024,35,Ebonyi,0,0
2024,35,Edo,0,0
2024,35,Ekiti,0,0
2024,35,Enugu,0,0
2024,35,Gombe,0,0
2024,35,Imo,0,0
2024,35,Jigawa,0,0
2024,35,Kaduna,0,0
2024,35,Kano,0,0
2024,35,Katsina,0,0
2024,35,Kebbi,0,0
2024,35,Kogi,0,0
2024,35,Kwara,0,0
2024,35,Lagos,0,0
2024,35,Nasarawa,0,0
2024,35,Niger,0,0
2024,35,Ogun,0,0
2024,35,Ondo,0,0
2024,35,Osun,0,0
2024,35,Oyo,0,0
2024,35,Plateau,0,0
2024,35,Rivers,0,0
2024,35,Sokoto,0,0
2024,35,Taraba,0,0
2024,35,Yobe,0,0
2024,35,Zamfara,0,0
2024,35,FCT,0,0
2022,40,Total confirmed cases in Epi Week,40,2022
2022,40,Abia,0,0
2022,40,Adamawa,0,0
2022,40,Akwa Ibom,0,0
2022,40,Anambra,0,0
2022,40,Bauchi,0,0
2022,40,Bayelsa,0,0
2022,40,Benue,0,0
2022,40,Borno,0,0
2022,40,Cross River,0,0
2022,40,Delta,0,0
2022,40,Ebonyi,0,0
2022,40,Edo,0,0
2022,40,Ekiti,0,0
2022,40,Enugu,0,0
2022,40,Gombe,0,0
2022,40,Imo,0,0
2022,40,Jigawa,0,0
2022,40,Kaduna,0,0
2022,40,Kano,0,0
2022,40,Katsina,0,0
2022,40,Kebbi,0,0
2022,40,Kogi,0,0
2022,40,Kwara,0,0
2022,40,Lagos,0,0
2022,40,Nasarawa,0,0
2022,40,Niger,0,0
2022,40,Ogun,0,0
2022,40,Ondo,0,0
2022,40,Osun,0,0
2022,40,Oyo,0,0
2022,40,Plateau,0,0
2022,40,Rivers,0,0
2022,40,Sokoto,0,0
2022,40,Taraba,0,0
2022,40,Yobe,0,0
2022,40,Zamfara,0,0
2022,40,FCT,0,0
2023,1,Abia,0,0
2023,1,Adamawa,0,0
2023,1,Akwa Ibom,0,0
2023,1,Anambra,0,0
2023,1,Bauchi,0,0
2023,1,Bayelsa,0,0
2023,1,Benue,0,0
2023,1,Borno,0,0
2023,1,Cross River,0,0
2023,1,Delta,0,0
2023,1,Ebonyi,0,0
2023,1,Edo,0,0
2023,1,Ekiti,0,0
2023,1,Enugu,0,0
2023,1,Gombe,0,0
2023,1,Imo,0,0
2023,1,Jigawa,0,0
2023,1,Kaduna,3,0
2023,1,Kano,0,0
2023,1,Katsina,0,0
2023,1,Kebbi,0,0
2023,1,Kogi,0,0
2023,1,Kwara,0,0
2023,1,Lagos,7,0
2023,1,Nasarawa,2,0
2023,1,Niger,0,0
2023,1,Ogun,0,0
2023,1,Ondo,0,0
2023,1,Osun,0,0
2023,1,Oyo,0,0
2023,1,Plateau,0,0
2023,1,Rivers,0,0
2023,1,Sokoto,0,0
2023,1,Taraba,0,0
2023,1,Yobe,0,0
2023,1,Zamfara,0,0
2023,1,FCT,0,0
2023,14,Abia,2,0
2023,14,Adamawa,0,0
2023,14,Akwa Ibom,0,0
2023,14,Anambra,0,0
2023,14,Bauchi,0,0
2023,14,Bayelsa,0,0
2023,14,Benue,0,0
2023,14,Borno,0,0
2023,14,Cross River,0,0
2023,14,Delta,0,0
2023,14,Ebonyi,0,0
2023,14,Edo,0,0
2023,14,Ekiti,0,0
2023,14,Enugu,0,0
2023,14,Gombe,0,0
2023,14,Imo,0,0
2023,14,Jigawa,0,0
2023,14,Kaduna,0,0
2023,14,Kano,0,0
2023,14,Katsina,0,0
2023,14,Kebbi,0,0
2023,14,Kogi,0,0
2023,14,Kwara,0,0
2023,14,Lagos,0,0
2023,14,Nasarawa,0,0
2023,14,Niger,3,0
2023,14,Ogun,0,0
2023,14,Ondo,6,0
2023,14,Osun,3,0
2023,14,Oyo,0,0
2023,14,Plateau,0,0
2023,14,Rivers,0,0
2023,14,Sokoto,0,0
2023,14,Taraba,0,0
2023,14,Yobe,0,0
2023,14,Zamfara,0,0
2023,14,FCT,0,0
2022,27,JULY,10,2022
2022,27,Total confirmed cases in Epi Week,27,2022
2022,27,Abia,0,0
2022,27,Adamawa,0,0
2022,27,Akwa Ibom,0,0
2022,27,Anambra,0,0
2022,27,Bauchi,0,0
2022,27,Bayelsa,0,0
2022,27,Benue,0,0
2022,27,Borno,0,0
2022,27,Cross River,0,0
2022,27,Delta,0,0
2022,27,Ebonyi,0,0
2022,27,Edo,0,0
2022,27,Ekiti,0,0
2022,27,Enugu,0,0
2022,27,Gombe,0,0
2022,27,Imo,0,0
2022,27,Jigawa,0,0
2022,27,Kaduna,0,0
2022,27,Kano,0,0
2022,27,Katsina,0,0
2022,27,Kebbi,0,0
2022,27,Kogi,0,0
2022,27,Kwara,0,0
2022,27,Lagos,0,0
2022,27,Nasarawa,0,0
2022,27,Niger,0,0
2022,27,Ogun,0,0
2022,27,Ondo,0,0
2022,27,Osun,0,0
2022,27,Oyo,0,0
2022,27,Plateau,0,0
2022,27,Rivers,0,0
2022,27,Sokoto,0,0
2022,27,Taraba,0,0
2022,27,Yobe,0,0
2022,27,Zamfara,0,0
2022,27,FCT,0,0
2019,,Abia,0,0
2019,,Adamawa,0,0
2019,,Akwa Ibom,0,0
2019,,Anambra,0,0
2019,,Bauchi,0,0
2019,,Bayelsa,0,0
2019,,Benue,0,0
2019,,Borno,0,0
2019,,Cross River,0,0
2019,,Delta,0,0
2019,,Ebonyi,0,0
2019,,Edo,0,0
2019,,Ekiti,0,0
2019,,Enugu,0,0
2019,,Gombe,0,0
2019,,Imo,0,0
2019,,Jigawa,0,0
2019,,Kaduna,0,0
2019,,Kano,0,0
2019,,Katsina,0,0
2019,,Kebbi,0,0
2019,,Kogi,0,0
2019,,Kwara,0,0
2019,,Lagos,0,0
2019,,Nasarawa,0,0
2019,,Niger,0,0
2019,,Ogun,0,0
2019,,Ondo,0,0
2019,,Osun,0,0
2019,,Oyo,0,0
2019,,Plateau,0,0
2019,,Rivers,0,0
2019,,Sokoto,0,0
2019,,Taraba,0,0
2019,,Yobe,0,0
2019,,Zamfara,0,0
2019,,FCT,0,0
2019,,Abia,0,0
2019,,Adamawa,0,0
2019,,Akwa Ibom,0,0
2019,,Anambra,0,0
2019,,Bauchi,0,0
2019,,Bayelsa,0,0
2019,,Benue,0,0
2019,,Borno,0,0
2019,,Cross River,0,0
2019,,Delta,0,0
2019,,Ebonyi,0,0
2019,,Edo,0,0
2019,,Ekiti,0,0
2019,,Enugu,0,0
2019,,Gombe,0,0
2019,,Imo,0,0
2019,,Jigawa,0,0
2019,,Kaduna,0,0
2019,,Kano,0,0
2019,,Katsina,0,0
2019,,Kebbi,0,0
2019,,Kogi,0,0
2019,,Kwara,0,0
2019,,Lagos,0,0
2019,,Nasarawa,0,0
2019,,Niger,0,0
2019,,Ogun,0,0
2019,,Ondo,0,0
2019,,Osun,0,0
2019,,Oyo,0,0
2019,,Plateau,0,0
2019,,Rivers,0,0
2019,,Sokoto,0,0
2019,,Taraba,0,0
2019,,Yobe,0,0
2019,,Zamfara,0,0
2019,,FCT,0,0
2023,49,Abia,0,0
2023,49,Adamawa,0,0
2023,49,Akwa Ibom,0,0
2023,49,Anambra,0,0
2023,49,Bauchi,0,0
2023,49,Bayelsa,0,0
2023,49,Benue,0,0
2023,49,Borno,0,0
2023,49,Cross River,0,0
2023,49,Delta,2,0
2023,49,Ebonyi,0,0
2023,49,Edo,0,0
2023,49,Ekiti,3,0
2023,49,Enugu,0,0
2023,49,Gombe,0,0
2023,49,Imo,0,0
2023,49,Jigawa,0,0
2023,49,Kaduna,0,0
2023,49,Kano,0,0
2023,49,Katsina,4,0
2023,49,Kebbi,0,0
2023,49,Kogi,0,0
2023,49,Kwara,0,0
2023,49,Lagos,2,0
2023,49,Nasarawa,0,0
2023,49,Niger,0,0
2023,49,Ogun,9,0
2023,49,Ondo,0,0
2023,49,Osun,0,0
2023,49,Oyo,0,0
2023,49,Plateau,0,0
2023,49,Rivers,0,0
2023,49,Sokoto,0,0
2023,49,Taraba,0,0
2023,49,Yobe,0,0
2023,49,Zamfara,0,0
2023,49,FCT,0,0
2019,,Abia,0,0
2019,,Adamawa,0,0
2019,,Akwa Ibom,0,0
2019,,Anambra,0,0
2019,,Bauchi,0,0
2019,,Bayelsa,0,0
2019,,Benue,0,0
2019,,Borno,0,0
2019,,Cross River,0,0
2019,,Delta,0,0
2019,,Ebonyi,0,0
2019,,Edo,0,0
2019,,Ekiti,0,0
2019,,Enugu,0,0
2019,,Gombe,0,0
2019,,Imo,0,0
2019,,Jigawa,0,0
2019,,Kaduna,0,0
2019,,Kano,0,0
2019,,Katsina,0,0
2019,,Kebbi,0,0
2019,,Kogi,0,0
2019,,Kwara,0,0
2019,,Lagos,0,0
2019,,Nasarawa,0,0
2019,,Niger,0,0
2019,,Ogun,0,0
2019,,Ondo,0,0
2019,,Osun,0,0
2019,,Oyo,0,0
2019,,Plateau,0,0
2019,,Rivers,0,0
2019,,Sokoto,0,0
2019,,Taraba,0,0
2019,,Yobe,0,0
2019,,Zamfara,0,0
2019,,FCT,0,0
2019,,Abia,0,0
2019,,Adamawa,0,0
2019,,Akwa Ibom,0,0
2019,,Anambra,0,0
2019,,Bauchi,0,0
2019,,Bayelsa,0,0
2019,,Benue,0,0
2019,,Borno,0,0
2019,,Cross River,0,0
2019,,Delta,0,0
2019,,Ebonyi,0,0
2019,,Edo,0,0
2019,,Ekiti,0,0
2019,,Enugu,0,0
2019,,Gombe,0,0
2019,,Imo,0,0
2019,,Jigawa,0,0
2019,,Kaduna,0,0
2019,,Kano,0,0
2019,,Katsina,0,0
2019,,Kebbi,0,0
2019,,Kogi,0,0
2019,,Kwara,0,0
2019,,Lagos,0,0
2019,,Nasarawa,0,0
2019,,Niger,0,0
2019,,Ogun,0,0
2019,,Ondo,0,0
2019,,Osun,0,0
2019,,Oyo,0,0
2019,,Plateau,0,0
2019,,Rivers,0,0
2019,,Sokoto,0,0
2019,,Taraba,0,0
2019,,Yobe,0,0
2019,,Zamfara,0,0
2019,,FCT,0,0
2023,36,Abia,0,0
2023,36,Adamawa,0,0
2023,36,Akwa Ibom,0,0
2023,36,Anambra,0,0
2023,36,Bauchi,0,0
2023,36,Bayelsa,0,0
2023,36,Benue,0,0
2023,36,Borno,0,0
2023,36,Cross River,0,0
2023,36,Delta,0,0
2023,36,Ebonyi,2,0
2023,36,Edo,0,0
2023,36,Ekiti,0,0
2023,36,Enugu,0,0
2023,36,Gombe,0,0
2023,36,Imo,0,0
2023,36,Jigawa,0,0
2023,36,Kaduna,0,0
2023,36,Kano,0,0
2023,36,Katsina,0,0
2023,36,Kebbi,0,0
2023,36,Kogi,0,0
2023,36,Kwara,0,0
2023,36,Lagos,2,0
2023,36,Nasarawa,0,0
2023,36,Niger,0,0
2023,36,Ogun,0,0
2023,36,Ondo,0,0
2023,36,Osun,0,0
2023,36,Oyo,1,0
2023,36,Plateau,0,0
2023,36,Rivers,0,0
2023,36,Sokoto,0,0
2023,36,Taraba,1,0
2023,36,Yobe,0,0
2023,36,Zamfara,0,0
2023,36,FCT,0,0
2019,,Abia,0,0
2019,,Adamawa,0,0
2019,,Akwa Ibom,0,0
2019,,Anambra,0,0
2019,,Bauchi,0,0
2019,,Bayelsa,0,0
2019,,Benue,0,0
2019,,Borno,0,0
2019,,Cross River,0,0
2019,,Delta,0,0
2019,,Ebonyi,0,0
2019,,Edo,0,0
2019,,Ekiti,0,0
2019,,Enugu,0,0
2019,,Gombe,0,0
2019,,Imo,0,0
2019,,Jigawa,0,0
2019,,Kaduna,0,0
2019,,Kano,0,0
2019,,Katsina,0,0
2019,,Kebbi,0,0
2019,,Kogi,0,0
2019,,Kwara,0,0
2019,,Lagos,0,0
2019,,Nasarawa,0,0
2019,,Niger,0,0
2019,,Ogun,0,0
2019,,Ondo,0,0
2019,,Osun,0,0
2019,,Oyo,0,0
2019,,Plateau,0,0
2019,,Rivers,0,0
2019,,Sokoto,0,0
2019,,Taraba,0,0
2019,,Yobe,0,0
2019,,Zamfara,0,0
2019,,FCT,0,0
2019,,Abia,0,0
2019,,Adamawa,0,0
2019,,Akwa Ibom,0,0
2019,,Anambra,0,0
2019,,Bauchi,0,0
2019,,Bayelsa,0,0
2019,,Benue,0,0
2019,,Borno,0,0
2019,,Cross River,0,0
2019,,Delta,0,0
2019,,Ebonyi,0,0
2019,,Edo,0,0
2019,,Ekiti,0,0
2019,,Enugu,0,0
2019,,Gombe,0,0
2019,,Imo,0,0
2019,,Jigawa,0,0
2019,,Kaduna,0,0
2019,,Kano,0,0
2019,,Katsina,0,0
2019,,Kebbi,0,0
2019,,Kogi,0,0
2019,,Kwara,0,0
2019,,Lagos,0,0
2019,,Nasarawa,0,0
2019,,Niger,0,0
2019,,Ogun,0,0
2019,,Ondo,0,0
2019,,Osun,0,0
2019,,Oyo,0,0
2019,,Plateau,0,0
2019,,Rivers,0,0
2019,,Sokoto,0,0
2019,,Taraba,0,0
2019,,Yobe,0,0
2019,,Zamfara,0,0
2019,,FCT,0,0
